total,pde,boundary,initial
3.875862807035446167e-03,1.516325050033628941e-03,7.744466711301356554e-05,2.282093046233057976e-03
3.990006633102893829e-03,1.245657214894890785e-03,7.703059236519038677e-05,2.667318563908338547e-03
3.887109458446502686e-03,1.190113252960145473e-03,7.689087942708283663e-05,2.620105398818850517e-03
4.815280437469482422e-03,2.068239264190196991e-03,7.375568384304642677e-05,2.673285547643899918e-03
3.894814290106296539e-03,1.028254628181457520e-03,4.734131653094664216e-05,2.819218207150697708e-03
3.769830102100968361e-03,1.265553873963654041e-03,4.690893911174498498e-05,2.457367256283760071e-03
4.906035494059324265e-03,2.520386129617691040e-03,5.887544102733954787e-05,2.326773945242166519e-03
5.892114248126745224e-03,3.283269470557570457e-03,2.682268495846074075e-05,2.582021988928318024e-03
2.780587412416934967e-03,8.694999269209802151e-04,4.279383210814557970e-05,1.868293737061321735e-03
1.190431322902441025e-02,1.016588695347309113e-02,3.014800677192397416e-05,1.708278316073119640e-03
3.883102675899863243e-03,1.932986662723124027e-03,2.380593832640442997e-05,1.926310127601027489e-03
3.345238976180553436e-03,1.467011286877095699e-03,7.409905811073258519e-05,1.804128522053360939e-03
3.533435054123401642e-03,1.639824709855020046e-03,3.201813160558231175e-05,1.861592056229710579e-03
3.226668573915958405e-03,1.249812776222825050e-03,6.270171434152871370e-05,1.914154039695858955e-03
5.356346257030963898e-03,3.462165128439664841e-03,2.283287176396697760e-05,1.871348125860095024e-03
3.527964930981397629e-03,1.915132394060492516e-03,5.416975909611210227e-05,1.558662857860326767e-03
9.054092690348625183e-03,7.576620206236839294e-03,2.015722930082120001e-05,1.457315054722130299e-03
4.088137298822402954e-03,2.402186859399080276e-03,1.189757240354083478e-04,1.566974562592804432e-03
3.779385006055235863e-03,2.354297554120421410e-03,5.914506618864834309e-05,1.365942414849996567e-03
3.050795523449778557e-03,1.779082696884870529e-03,4.118430297239683568e-05,1.230528578162193298e-03
4.842541180551052094e-03,3.147467738017439842e-03,7.031413406366482377e-05,1.624759519472718239e-03
8.764004334807395935e-03,7.318058982491493225e-03,1.867404353106394410e-05,1.427271054126322269e-03
5.402968265116214752e-03,4.022130742669105530e-03,4.445112426765263081e-05,1.336386194452643394e-03
3.198545658960938454e-03,1.291708089411258698e-03,2.869844865927007049e-05,1.878139097243547440e-03
2.830998273566365242e-03,9.839166887104511261e-04,3.499304511933587492e-05,1.812088536098599434e-03
4.485818557441234589e-03,2.384528052061796188e-03,6.827889592386782169e-05,2.033011522144079208e-03
6.420390214771032333e-03,4.396911710500717163e-03,3.211724833818152547e-05,1.991361379623413086e-03
4.564813338220119476e-03,2.771999919787049294e-03,4.286974581191316247e-05,1.749943476170301437e-03
3.343832213431596756e-03,1.380417263135313988e-03,3.973006096202880144e-05,1.923684729263186455e-03
3.430976066738367081e-03,1.218857243657112122e-03,4.405146682984195650e-05,2.168067265301942825e-03
2.446678234264254570e-03,9.280947851948440075e-04,3.973143975599668920e-05,1.478852005675435066e-03
2.680072095245122910e-03,1.301220734603703022e-03,1.594933200976811349e-05,1.362901879474520683e-03
3.120821900665760040e-03,1.455427380278706551e-03,1.032521031447686255e-04,1.562142278999090195e-03
3.198500722646713257e-03,1.518924720585346222e-03,1.382506343361455947e-05,1.665751100517809391e-03
2.785690594464540482e-03,9.155659936368465424e-04,6.927158392500132322e-05,1.800852944143116474e-03
2.931585302576422691e-03,1.216424047015607357e-03,2.772418520180508494e-05,1.687437063083052635e-03
2.665783278644084930e-03,1.077686902135610580e-03,3.818344339379109442e-05,1.549912849441170692e-03
3.389063989743590355e-03,1.705405535176396370e-03,1.255962524737697095e-05,1.671098871156573296e-03
2.524958690628409386e-03,9.123260388150811195e-04,5.515063821803778410e-05,1.557482057251036167e-03
3.034738358110189438e-03,1.311875530518591404e-03,5.519791739061474800e-05,1.667664968408644199e-03
3.016665577888488770e-03,1.032431609928607941e-03,6.622093223995761946e-06,1.977611798793077469e-03
2.728604478761553764e-03,6.686569540761411190e-04,2.489553298801183701e-05,2.035052049905061722e-03
2.735019428655505180e-03,8.929057512432336807e-04,1.442598841094877571e-05,1.827687723562121391e-03
2.538212807849049568e-03,7.346671773120760918e-04,2.744053563219495118e-05,1.776105025783181190e-03
2.586556831374764442e-03,9.263910469599068165e-04,6.736489922332111746e-06,1.653429353609681129e-03
2.526577096432447433e-03,7.997321081347763538e-04,4.069322312716394663e-05,1.686151721514761448e-03
2.539217006415128708e-03,1.036662724800407887e-03,2.197701178374700248e-05,1.480577397160232067e-03
2.855212893337011337e-03,1.265765400603413582e-03,5.586637598753441125e-06,1.583860721439123154e-03
2.244830364361405373e-03,8.862184477038681507e-04,1.096889354812446982e-05,1.347643090412020683e-03
2.051861491054296494e-03,7.480199565179646015e-04,2.013094490393996239e-05,1.283710706047713757e-03
2.440679119899868965e-03,9.155509178526699543e-04,1.338505353487562388e-05,1.511743175797164440e-03
2.589708426967263222e-03,1.227171975187957287e-03,5.419461558631155640e-06,1.357116969302296638e-03
2.698397496715188026e-03,1.075411331839859486e-03,3.936621214961633086e-05,1.583619974553585052e-03
2.148877130821347237e-03,6.546711665578186512e-04,5.414131010184064507e-06,1.488791778683662415e-03
2.179508795961737633e-03,8.425503037869930267e-04,7.078479029587469995e-06,1.329880091361701488e-03
2.287427661940455437e-03,9.349710308015346527e-04,1.248485023097600788e-05,1.339971786364912987e-03
2.785209566354751587e-03,1.382264541462063789e-03,4.174803325440734625e-05,1.361197093501687050e-03
2.880391431972384453e-03,1.525813248008489609e-03,6.834099622210487723e-06,1.347744138911366463e-03
2.209971658885478973e-03,7.226060843095183372e-04,4.085376986040500924e-06,1.483280095271766186e-03
1.929637161083519459e-03,7.497085025534033775e-04,2.724796559050446376e-06,1.177203841507434845e-03
2.302582841366529465e-03,1.134698279201984406e-03,2.681406840565614402e-06,1.165203168056905270e-03
2.498788060620427132e-03,1.045070239342749119e-03,4.481697942537721246e-06,1.449236180633306503e-03
2.007352653890848160e-03,7.927612168714404106e-04,1.076919579645618796e-05,1.203822321258485317e-03
2.042254665866494179e-03,9.976393776014447212e-04,9.127315024670679122e-06,1.035487977787852287e-03
2.170585794374346733e-03,9.439758723601698875e-04,7.410156285914126784e-06,1.219199737533926964e-03
1.903201220557093620e-03,7.346925558522343636e-04,4.928619546262780204e-06,1.163580105639994144e-03
1.620383118279278278e-03,6.619940395466983318e-04,3.638012231022003107e-06,9.547510417178273201e-04
1.834069029428064823e-03,7.632795022800564766e-04,3.878469669871265069e-06,1.066911034286022186e-03
1.973554491996765137e-03,8.391955634579062462e-04,3.762948153962497599e-06,1.130596036091446877e-03
2.336446195840835571e-03,1.218597171828150749e-03,6.396584012691164389e-06,1.111452584154903889e-03
1.820791047066450119e-03,8.666056091897189617e-04,7.415409982058918104e-06,9.467699564993381500e-04
1.536209834739565849e-03,5.458861705847084522e-04,4.021332188131054863e-06,9.863023879006505013e-04
1.810894580557942390e-03,6.370164337567985058e-04,2.361371798542677425e-06,1.171516720205545425e-03
1.702148467302322388e-03,6.023505702614784241e-04,3.016745949935284443e-06,1.096781110391020775e-03
1.686411094851791859e-03,6.625409005209803581e-04,6.232622581592295319e-06,1.017637550830841064e-03
2.131737768650054932e-03,1.157482387498021126e-03,3.306628968857694417e-06,9.709486039355397224e-04
1.606080681085586548e-03,6.168538238853216171e-04,2.971567937493091449e-06,9.862553561106324196e-04
1.571506960317492485e-03,5.474665085785090923e-04,9.869095265457872301e-07,1.023053540848195553e-03
1.959840999916195869e-03,7.257199613377451897e-04,3.867729901685379446e-06,1.230253255926072598e-03
1.649635611101984978e-03,6.205391255207359791e-04,3.875174115819390863e-06,1.025221310555934906e-03
1.804932486265897751e-03,8.099396945908665657e-04,9.890753744912217371e-07,9.940037271007895470e-04
1.658778404816985130e-03,6.130235851742327213e-04,2.112950369337340817e-06,1.043641939759254456e-03
1.483692089095711708e-03,5.571205401793122292e-04,3.829229626717278734e-06,9.227422997355461121e-04
1.649372978135943413e-03,8.172888192348182201e-04,6.316435701592126861e-06,8.257677545771002769e-04
1.445469213649630547e-03,5.874834605492651463e-04,4.557239662972278893e-06,8.534285007044672966e-04
1.753774471580982208e-03,9.622318320907652378e-04,3.848010692308889702e-06,7.876947056502103806e-04
1.515561132691800594e-03,9.625204256735742092e-04,2.356889126531314105e-06,5.506838206201791763e-04
1.437395461834967136e-03,7.392868283204734325e-04,9.061915989150293171e-06,6.890466902405023575e-04
1.409761724062263966e-03,7.068369304761290550e-04,1.390576653648167849e-05,6.890190416015684605e-04
1.476047094911336899e-03,8.056334918364882469e-04,4.460404397832462564e-06,6.659532082267105579e-04
1.670203870162367821e-03,1.041045645251870155e-03,7.764685506117530167e-06,6.213935557752847672e-04
1.314190332777798176e-03,6.151680136099457741e-04,9.908455467666499317e-06,6.891138618811964989e-04
1.333691528998315334e-03,7.332758978009223938e-04,5.091656021249946207e-06,5.953239742666482925e-04
1.218039309605956078e-03,6.365999579429626465e-04,6.096820470702368766e-06,5.753424484282732010e-04
1.373645733110606670e-03,6.394833326339721680e-04,9.514513294561766088e-06,7.246478926390409470e-04
1.442334381863474846e-03,6.677519995719194412e-04,1.105238243326311931e-05,7.635300862602889538e-04
1.610516570508480072e-03,7.315388647839426994e-04,3.529019977577263489e-06,8.754486334510147572e-04
1.199400983750820160e-03,5.379299400374293327e-04,8.449373126495629549e-06,6.530216196551918983e-04
1.512491377070546150e-03,8.379721548408269882e-04,3.763650965993292630e-06,6.707555148750543594e-04
1.549168489873409271e-03,8.521212148480117321e-04,2.316807695024181157e-06,6.947305519133806229e-04
1.830963185057044029e-03,1.126259798184037209e-03,7.205339898064266890e-06,6.974981515668332577e-04
1.603351207450032234e-03,8.798508206382393837e-04,1.956759660970419645e-05,7.039327174425125122e-04
1.501820050179958344e-03,9.889376815408468246e-04,2.025031972152646631e-05,4.926320398226380348e-04
1.269472762942314148e-03,6.387718603946268559e-04,5.588746716966852546e-06,6.251120939850807190e-04
1.280092983506619930e-03,7.050721324048936367e-04,5.420813977252691984e-06,5.696000298485159874e-04
1.092351274564862251e-03,4.903096123598515987e-04,5.133560989634133875e-06,5.969080957584083080e-04
1.273420872166752815e-03,6.430770736187696457e-04,1.642915958655066788e-05,6.139146280474960804e-04
1.297082286328077316e-03,5.855192430317401886e-04,1.808244269341230392e-05,6.934806006029248238e-04
1.127314520999789238e-03,5.220718448981642723e-04,1.369843175780260935e-05,5.915442015975713730e-04
1.322188181802630424e-03,6.712233880534768105e-04,1.362246803182642907e-05,6.373423384502530098e-04
1.211867551319301128e-03,5.970853380858898163e-04,9.747784133651293814e-06,6.050344090908765793e-04
1.186373759992420673e-03,6.245296681299805641e-04,1.536308081995230168e-05,5.464809946715831757e-04
1.139884931035339832e-03,7.018019678071141243e-04,3.439878128119744360e-06,4.346430359873920679e-04
1.316854730248451233e-03,7.154361228458583355e-04,8.672074613969016355e-07,6.005513714626431465e-04
1.220999751240015030e-03,5.391959566622972488e-04,2.029561528615886346e-06,6.797742680646479130e-04
1.220169360749423504e-03,5.377987399697303772e-04,2.725337981246411800e-05,6.551172118633985519e-04
9.713671170175075531e-04,4.955492913722991943e-04,1.747858368617016822e-05,4.583392583299428225e-04
1.207455527037382126e-03,7.159565575420856476e-04,1.276873831557168160e-06,4.902220098301768303e-04
9.522241307422518730e-04,4.690735659096390009e-04,3.688048082040040754e-06,4.794625565409660339e-04
1.078655710443854332e-03,4.737472627311944962e-04,1.695195123829762451e-06,6.032133242115378380e-04
9.901896119117736816e-04,3.941020695492625237e-04,8.586034709878731519e-06,5.875015631318092346e-04
1.265189610421657562e-03,6.068677757866680622e-04,4.958192221238277853e-06,6.533636478707194328e-04
1.214152667671442032e-03,5.557300173677504063e-04,2.680940087884664536e-05,6.316131912171840668e-04
1.277055358514189720e-03,7.029848638921976089e-04,7.928707418614067137e-06,5.661417962983250618e-04
1.134657766669988632e-03,6.707903230562806129e-04,7.373123480647336692e-06,4.564943083096295595e-04
1.099438290111720562e-03,6.532781408168375492e-04,5.032415629102615640e-06,4.411277186591178179e-04
1.309882849454879761e-03,8.102095453068614006e-04,5.477751074067782611e-06,4.941954975947737694e-04
8.979333797469735146e-04,4.751516971737146378e-04,1.044133023242466152e-05,4.123403923586010933e-04
1.229915069416165352e-03,6.806987803429365158e-04,2.814234539982862771e-05,5.210738745518028736e-04
1.110691111534833908e-03,6.707760039716959000e-04,1.444417375751072541e-05,4.254709638189524412e-04
1.089584780856966972e-03,5.607969360426068306e-04,6.650611794611904770e-06,5.221372121013700962e-04
1.218266203068196774e-03,8.281542686745524406e-04,7.565562100353417918e-06,3.825463936664164066e-04
1.038697897456586361e-03,6.595542654395103455e-04,7.024548722256440669e-06,3.721190441865473986e-04
1.125763403251767159e-03,6.864772876724600792e-04,2.460135874571278691e-06,4.368259687907993793e-04
9.776907972991466522e-04,5.679993773810565472e-04,1.150506795966066420e-05,3.981862682849168777e-04
8.310746634379029274e-04,4.910191055387258530e-04,7.231890776893123984e-06,3.328236634843051434e-04
9.460565051995217800e-04,5.764003144577145576e-04,2.263346686959266663e-06,3.673928440548479557e-04
1.271507469937205315e-03,8.556416723877191544e-04,2.062569137706304900e-06,4.138032090850174427e-04
8.440050878562033176e-04,4.623571876436471939e-04,4.463061941351043060e-06,3.771848278120160103e-04
9.647777769714593887e-04,5.347873084247112274e-04,5.831469934491906315e-06,4.241589922457933426e-04
1.072275801561772823e-03,6.207837141118943691e-04,1.467160814172530081e-06,4.500249051488935947e-04
9.473503450863063335e-04,4.867896204814314842e-04,1.025766323436982930e-05,4.503030795603990555e-04
1.148514915257692337e-03,7.342695025727152824e-04,1.721234366414137185e-05,3.970330581068992615e-04
3.634016960859298706e-03,3.208867274224758148e-03,1.015074030874529853e-05,4.149988526478409767e-04
1.666538184508681297e-03,1.250420114956796169e-03,1.696003323559125420e-06,4.144219565205276012e-04
1.140211243182420731e-03,7.206631707958877087e-04,7.071249456203076988e-06,4.124768893234431744e-04
1.000369898974895477e-03,5.038808449171483517e-04,1.299356154049746692e-05,4.834954161196947098e-04
1.763417501933872700e-03,1.396824372932314873e-03,1.800206518964841962e-05,3.485910419840365648e-04
9.013631497509777546e-04,5.374776665121316910e-04,1.083165443560574204e-05,3.530538524501025677e-04
1.532848691567778587e-03,1.059321919456124306e-03,2.562226291047409177e-05,4.479045164771378040e-04
1.071275677531957626e-03,7.067014230415225029e-04,1.678651824477128685e-05,3.477878053672611713e-04
9.822021238505840302e-04,5.711733829230070114e-04,1.165845787909347564e-05,3.993702121078968048e-04
1.251753652468323708e-03,9.309904417023062706e-04,1.241853351530153304e-05,3.083446063101291656e-04
1.122071058489382267e-03,7.491583237424492836e-04,8.043922207434661686e-06,3.648687852546572685e-04
1.116119325160980225e-03,7.264812011271715164e-04,2.917657866419176571e-06,3.867204650305211544e-04
1.512718852609395981e-03,1.160025945864617825e-03,1.679432534729130566e-05,3.358985995873808861e-04
1.572537701576948166e-03,1.173194497823715210e-03,3.239171201130375266e-05,3.669514262583106756e-04
1.004245830699801445e-03,6.503917975351214409e-04,1.864754813141189516e-05,3.352064522914588451e-04
1.905113458633422852e-03,1.625423319637775421e-03,3.464618657744722441e-06,2.762255608104169369e-04
9.528758237138390541e-04,6.549998652189970016e-04,3.352145995449973270e-06,2.945238084066659212e-04
8.951834170147776604e-04,5.601799348369240761e-04,6.075752935430500656e-06,3.289277083240449429e-04
1.556550385430455208e-03,1.174128614366054535e-03,3.306646613054908812e-05,3.493552212603390217e-04
2.466552890837192535e-03,2.048935275524854660e-03,1.638139292481355369e-05,4.012360295746475458e-04
1.298753311857581139e-03,8.805011166259646416e-04,9.297904398408718407e-06,4.089542489964514971e-04
1.347001874819397926e-03,8.344696834683418274e-04,1.004642581392545253e-05,5.024858401156961918e-04
1.815946307033300400e-03,1.282659941352903843e-03,1.347557099506957456e-05,5.198108265176415443e-04
9.354565991088747978e-04,4.084824468009173870e-04,2.753480839601252228e-05,4.994393675588071346e-04
5.767762660980224609e-03,5.180309992283582687e-03,4.904019078821875155e-05,5.384123651310801506e-04
1.066635362803936005e-03,6.165450904518365860e-04,2.478642090864013880e-05,4.253038496244698763e-04
1.080054091289639473e-03,5.299708573147654533e-04,2.502322786313015968e-05,5.250600515864789486e-04
1.143365050666034222e-03,8.030109456740319729e-04,3.780977931455709040e-05,3.025443002115935087e-04
7.866132073104381561e-04,4.823651979677379131e-04,2.536276042519602925e-05,2.788852434605360031e-04
1.049514510668814182e-03,7.084576063789427280e-04,7.271470167324878275e-06,3.337854286655783653e-04
1.395401079207658768e-03,1.109862234443426132e-03,1.282713128603063524e-05,2.727117098402231932e-04
3.123086644336581230e-03,2.890131436288356781e-03,3.049198130611330271e-05,2.024632995016872883e-04
1.114649465307593346e-03,8.031328325159847736e-04,3.523846680764108896e-05,2.762781805358827114e-04
9.060851880349218845e-04,5.987415206618607044e-04,1.175634588435059413e-05,2.955873496830463409e-04
1.912029925733804703e-03,1.592868706211447716e-03,3.324238787172362208e-05,2.859187661670148373e-04
1.811410300433635712e-03,1.505091669969260693e-03,2.269677133881486952e-05,2.836218918673694134e-04
8.075317600741982460e-04,4.925125394947826862e-04,4.526064913079608232e-06,3.104931965935975313e-04
1.158212544396519661e-03,8.464232087135314941e-04,2.146879160136450082e-05,2.903205750044435263e-04
8.667124202474951744e-04,6.191596621647477150e-04,1.743996472214348614e-05,2.301128115504980087e-04
6.579287583008408546e-04,4.708851920440793037e-04,9.298193617723882198e-06,1.777453871909528971e-04
6.678905920125544071e-04,4.292256489861756563e-04,7.890530469012446702e-06,2.307743998244404793e-04
2.185300923883914948e-03,1.853232039138674736e-03,1.611542757018469274e-05,3.159535699523985386e-04
1.631021848879754543e-03,1.408377545885741711e-03,9.335286449640989304e-06,2.133090456482023001e-04
6.734750932082533836e-04,4.220955306664109230e-04,1.846570194175001234e-05,2.329138515051454306e-04
7.878522155806422234e-04,5.118234548717737198e-04,4.226267719786847010e-06,2.718024770729243755e-04
1.075624139048159122e-03,7.535531185567378998e-04,2.252796548418700695e-05,2.995429967995733023e-04
8.603092283010482788e-04,6.022232118993997574e-04,9.617941032047383487e-06,2.484680444467812777e-04
1.168459071777760983e-03,8.903850102797150612e-04,2.070619666483253241e-05,2.573678502812981606e-04
7.149759912863373756e-04,4.408326931297779083e-04,1.464476645196555182e-05,2.594985708128660917e-04
1.520624733529984951e-03,1.276375376619398594e-03,8.620454536867327988e-06,2.356289187446236610e-04
8.720575133338570595e-04,5.990428617224097252e-04,1.390188754157861695e-05,2.591127704363316298e-04
7.607041625306010246e-04,5.373930325731635094e-04,1.512329617980867624e-05,2.081878774333745241e-04
6.483960896730422974e-04,3.995271981693804264e-04,1.283652090933173895e-05,2.360323560424149036e-04
1.215516822412610054e-03,9.614109876565635204e-04,5.025066002417588606e-06,2.490808255970478058e-04
1.821026322431862354e-03,1.587554230354726315e-03,3.336437293910421431e-05,2.001077082240954041e-04
1.147336093708872795e-03,8.777374168857932091e-04,8.467682164337020367e-06,2.611310337670147419e-04
8.560614660382270813e-04,5.287707899697124958e-04,5.386281827668426558e-06,3.219043428543955088e-04
1.587228151038289070e-03,1.285507460124790668e-03,7.314056347240693867e-06,2.944067236967384815e-04
1.082804985344409943e-03,7.655147928744554520e-04,2.071844210149720311e-05,2.965716994367539883e-04
7.415279978886246681e-04,4.077322664670646191e-04,5.392856110120192170e-06,3.284029080532491207e-04
1.399559900164604187e-03,1.050943508744239807e-03,1.167442133009899408e-05,3.369419137015938759e-04
2.787592122331261635e-03,2.423212397843599319e-03,5.586328370554838330e-06,3.587933897506445646e-04
1.443486195057630539e-03,1.135472208261489868e-03,1.719907959341071546e-05,2.908149035647511482e-04
1.410723547451198101e-03,1.060924958437681198e-03,1.725619404169265181e-05,3.325423167552798986e-04
1.477387733757495880e-03,1.153292832896113396e-03,3.021512020495720208e-05,2.938797697424888611e-04
1.482234336435794830e-03,1.151025528088212013e-03,9.026944098877720535e-06,3.221818478778004646e-04
1.217909622937440872e-03,9.498921572230756283e-04,1.550512934045400470e-05,2.525122836232185364e-04
1.492083072662353516e-03,1.182571519166231155e-03,2.341566687391605228e-05,2.860958920791745186e-04
7.185720023699104786e-04,4.585471178870648146e-04,1.679635897744446993e-05,2.432285255054011941e-04
7.040004711598157883e-04,3.691932652145624161e-04,3.159850848533096723e-06,3.316473448649048805e-04
1.426438451744616032e-03,1.101692672818899155e-03,1.526158303022384644e-05,3.094842249993234873e-04
6.687943241558969021e-04,3.079744637943804264e-04,7.122197075659641996e-06,3.536976582836359739e-04
1.250189263373613358e-03,9.221447398886084557e-04,8.422423888987395912e-06,3.196221659891307354e-04
9.450879879295825958e-04,6.177872419357299805e-04,1.448098100809147581e-05,3.128197859041392803e-04
8.443529950454831123e-04,5.221548490226268768e-04,8.157710908562876284e-06,3.140404878649860620e-04
7.631964981555938721e-04,4.513680178206413984e-04,5.598963980446569622e-06,3.062294854316860437e-04
1.098338398151099682e-03,8.084263536147773266e-04,2.286812741658650339e-05,2.670439134817570448e-04
1.331349019892513752e-03,1.053554471582174301e-03,1.364609670417848974e-05,2.641484607011079788e-04
8.084087166935205460e-04,5.735463928431272507e-04,4.269949840818298981e-06,2.305923990206792951e-04
6.947146030142903328e-04,4.961116937920451164e-04,1.351781884295633063e-05,1.850851112976670265e-04
9.172303252853453159e-04,6.178306648507714272e-04,1.924487878568470478e-05,2.801548107527196407e-04
8.556866669096052647e-04,6.361663108691573143e-04,4.155559508944861591e-06,2.153647947125136852e-04
1.509897760115563869e-03,1.264492748305201530e-03,6.235323780856560916e-06,2.391696907579898834e-04
6.273963954299688339e-04,3.946903452742844820e-04,6.829761787230381742e-06,2.258762688143178821e-04
6.027672206982970238e-04,3.857694391626864672e-04,8.650598829262889922e-06,2.083471626974642277e-04
7.341471500694751740e-04,5.595575203187763691e-04,1.706667944745277055e-06,1.728829811327159405e-04
7.054417510516941547e-04,4.150767927058041096e-04,2.533300630602752790e-06,2.878316445276141167e-04
7.787985960021615028e-04,5.250949179753661156e-04,4.726054612547159195e-06,2.489776234142482281e-04
7.589616579934954643e-04,5.150728393346071243e-04,1.123751280829310417e-05,2.326512767467647791e-04
5.961681017652153969e-04,3.399685665499418974e-04,6.123796993051655591e-06,2.500757691450417042e-04
5.367737612687051296e-04,2.667866647243499756e-04,3.024299985554534942e-06,2.669628011062741280e-04
7.280110730789601803e-04,4.827713710255920887e-04,2.935390057245967910e-06,2.423043188173323870e-04
6.382466526702046394e-04,3.852268564514815807e-04,3.903865035681519657e-06,2.491159539204090834e-04
7.473146542906761169e-04,5.526716122403740883e-04,5.418014552560634911e-06,1.892250438686460257e-04
4.379012971185147762e-04,2.673831186257302761e-04,3.621681116783292964e-06,1.668965123826637864e-04
7.454562000930309296e-04,5.578456912189722061e-04,1.071173755917698145e-05,1.768987567629665136e-04
6.269431323744356632e-04,4.031361022498458624e-04,8.485355465381871909e-06,2.153216628357768059e-04
4.750515799969434738e-04,3.305264399386942387e-04,1.200252881972119212e-05,1.325226039625704288e-04
8.130455971695482731e-04,5.905987927690148354e-04,6.805510111007606611e-06,2.156412811018526554e-04
5.053253844380378723e-04,3.102147020399570465e-04,6.236608896870166063e-06,1.888740807771682739e-04
5.397705826908349991e-04,3.209940041415393353e-04,6.721926638419972733e-06,2.120546705555170774e-04
8.583697490394115448e-04,6.190071580931544304e-04,1.905040335259400308e-05,2.203122130595147610e-04
7.634108187630772591e-04,4.914400633424520493e-04,1.379020432068500668e-05,2.581805456429719925e-04
5.249704699963331223e-04,3.362943534739315510e-04,2.661192411324009299e-06,1.860149495769292116e-04
4.947793204337358475e-04,3.082634648308157921e-04,2.322178261238150299e-06,1.841937191784381866e-04
4.711367073468863964e-04,3.033010580111294985e-04,5.294082257023546845e-06,1.625415752641856670e-04
5.261207697913050652e-04,3.926006029359996319e-04,2.439826175759662874e-06,1.310803636442869902e-04
2.214734908193349838e-03,2.043162472546100616e-03,8.673725460539571941e-06,1.628988829907029867e-04
8.913053898140788078e-04,6.977416924200952053e-04,1.289950705540832132e-05,1.806641812436282635e-04
6.915658013895153999e-04,4.666033200919628143e-04,8.060756954364478588e-06,2.169016806874424219e-04
7.388880476355552673e-04,5.077495006844401360e-04,1.501058795838616788e-05,2.161279262509196997e-04
3.373691346496343613e-03,3.112304490059614182e-03,9.723925359139684588e-06,2.516629465389996767e-04
5.887863226234912872e-04,3.359284019097685814e-04,1.577946386532858014e-05,2.370784932281821966e-04
5.440938984975218773e-04,3.162705397699028254e-04,1.401249210175592452e-05,2.138108247891068459e-04
5.768653354607522488e-04,3.222534724045544863e-04,8.946538400778081268e-06,2.456653164699673653e-04
9.090487146750092506e-04,6.884974427521228790e-04,2.902140977312228642e-06,2.176491689169779420e-04
9.171703713946044445e-04,6.951698451302945614e-04,1.339268237643409520e-05,2.086078311549499631e-04
1.529900589957833290e-03,1.314361346885561943e-03,1.605803481652401388e-05,1.994812046177685261e-04
1.146027934737503529e-03,9.190732380375266075e-04,3.024621946678962559e-06,2.239300374640151858e-04
8.648040238767862320e-04,6.927246577106416225e-04,3.930701041099382564e-06,1.681486610323190689e-04
6.196165923029184341e-04,4.134072514716535807e-04,5.506241905095521361e-06,2.007031289394944906e-04
5.928039317950606346e-04,3.364541917107999325e-04,1.539568984298966825e-05,2.409540466032922268e-04
9.102930780500173569e-04,6.165994564071297646e-04,9.196077371598221362e-06,2.844975970219820738e-04
1.873049186542630196e-03,1.541872275993227959e-03,1.226304084411822259e-05,3.189138951711356640e-04
2.466370817273855209e-03,2.126106992363929749e-03,9.129892532655503601e-06,3.311339532956480980e-04
7.156578358262777328e-04,5.036491202190518379e-04,7.326016202569007874e-06,2.046826994046568871e-04
4.640227416530251503e-04,3.538382006809115410e-04,4.575236744130961597e-06,1.056093024089932442e-04
5.981969879940152168e-04,4.292788798920810223e-04,5.400755981099791825e-06,1.635173684917390347e-04
1.820993027649819851e-03,1.661058398894965649e-03,7.505407666030805558e-06,1.524292310932651162e-04
5.275926669128239155e-04,3.929904778487980366e-04,4.518212335824500769e-06,1.300839794566854835e-04
1.175552373751997948e-03,1.035050954669713974e-03,1.335902561550028622e-05,1.271424262085929513e-04
5.949192564003169537e-04,4.470039275474846363e-04,8.341414286405779421e-06,1.395739091094583273e-04
5.204226472415030003e-04,3.361071285326033831e-04,5.015815077058505267e-06,1.792996918084099889e-04
1.047153258696198463e-03,8.604213944636285305e-04,7.073438155202893540e-06,1.796583528630435467e-04
6.149439141154289246e-04,4.420872428454458714e-04,2.170034167647827417e-05,1.511563605163246393e-04
5.581093137152493000e-04,4.039891355205327272e-04,9.665935067459940910e-06,1.444542285753414035e-04
7.060264470055699348e-04,5.238470039330422878e-04,1.459046870877500623e-05,1.675889652688056231e-04
6.059628212824463844e-04,4.617636441253125668e-04,8.272221748484298587e-06,1.359269954264163971e-04
8.184208418242633343e-04,6.778101669624447823e-04,6.599513199034845456e-06,1.340111484751105309e-04
5.275568692013621330e-04,4.061941290274262428e-04,3.828472472378052771e-06,1.175343059003353119e-04
5.292537971399724483e-04,4.174813511781394482e-04,6.665430191787891090e-06,1.051070212270133197e-04
5.633193650282919407e-04,4.598353407345712185e-04,3.801259481406304985e-06,9.968276572180911899e-05
8.590052602812647820e-04,7.211449556052684784e-04,5.570206212723860517e-06,1.322900934610515833e-04
6.099988822825253010e-04,4.619082319550216198e-04,2.203435087722027674e-06,1.458872284274548292e-04
4.736494156531989574e-04,3.018827992491424084e-04,7.639587238372769207e-06,1.641270355321466923e-04
6.921750027686357498e-04,5.006778519600629807e-04,1.492411684012040496e-06,1.900047936942428350e-04
5.619261064566671848e-04,3.761838597711175680e-04,2.139841853932011873e-05,1.643438299652189016e-04
6.657735793851315975e-04,4.743161553051322699e-04,1.716746191959828138e-05,1.742899912642315030e-04
