total,pde,boundary,initial
2.412024512887001038e-02,1.643126085400581360e-02,1.103029499063268304e-04,7.578682620078325272e-03
2.237690053880214691e-02,1.455433480441570282e-02,5.463524576043710113e-05,7.767931092530488968e-03
2.706034854054450989e-02,1.792851649224758148e-02,2.254881255794316530e-04,8.906343951821327209e-03
6.132209300994873047e-02,5.033396556973457336e-02,2.526220050640404224e-04,1.073550619184970856e-02
4.565841332077980042e-02,3.523379191756248474e-02,1.457442995160818100e-04,1.027887687087059021e-02
8.698449283838272095e-02,7.644525170326232910e-02,8.364619861822575331e-05,1.045559160411357880e-02
7.727155089378356934e-02,6.503643095493316650e-02,2.026141883106902242e-04,1.203251071274280548e-02
2.030222117900848389e-02,1.144770253449678421e-02,1.315340341534465551e-04,8.722984232008457184e-03
1.719034090638160706e-02,7.955302484333515167e-03,8.523266296833753586e-04,8.382710628211498260e-03
2.588842250406742096e-02,1.423780620098114014e-02,2.074187155812978745e-03,9.576428681612014771e-03
3.628701344132423401e-02,2.662352286279201508e-02,2.022177446633577347e-03,7.641312200576066971e-03
5.269542336463928223e-02,3.916252404451370239e-02,1.255391864106059074e-03,1.227750722318887711e-02
4.756169766187667847e-02,3.320477530360221863e-02,5.485768197104334831e-04,1.380834542214870453e-02
2.207112498581409454e-02,9.682297706604003906e-03,8.283673669211566448e-04,1.156045962125062943e-02
5.848411843180656433e-02,4.581017792224884033e-02,4.776404530275613070e-04,1.219629868865013123e-02
4.126366972923278809e-02,2.874089218676090240e-02,6.410215282812714577e-04,1.188175473362207413e-02
2.709771692752838135e-02,1.560930162668228149e-02,5.750504788011312485e-04,1.091336552053689957e-02
5.636729300022125244e-02,4.260281100869178772e-02,5.300848861224949360e-04,1.323439553380012512e-02
3.722504526376724243e-02,2.511021122336387634e-02,4.123218823224306107e-04,1.170251145958900452e-02
4.394349083304405212e-02,2.935863099992275238e-02,1.102339825592935085e-03,1.348252035677433014e-02
3.179799020290374756e-02,1.985623687505722046e-02,2.028644521487876773e-04,1.173888891935348511e-02
2.864299714565277100e-02,1.480504497885704041e-02,6.958777084946632385e-04,1.314207352697849274e-02
4.057107493281364441e-02,2.841775119304656982e-02,3.565655497368425131e-04,1.179675757884979248e-02
8.013129979372024536e-02,7.030535489320755005e-02,2.942073624581098557e-04,9.531734511256217957e-03
3.396628424525260925e-02,2.400577440857887268e-02,8.174843387678265572e-04,9.143024682998657227e-03
2.645430713891983032e-02,1.698792912065982819e-02,9.622002253308892250e-04,8.504178375005722046e-03
3.595909476280212402e-02,2.738370373845100403e-02,2.837391220964491367e-04,8.291654288768768311e-03
2.566055580973625183e-02,1.818041317164897919e-02,7.600383250974118710e-04,6.720105186104774475e-03
5.183155462145805359e-02,4.335340112447738647e-02,1.181451021693646908e-03,7.296703755855560303e-03
4.364474117755889893e-02,3.590065985918045044e-02,9.635347523726522923e-04,6.780546158552169800e-03
2.558464184403419495e-02,1.822253689169883728e-02,7.679190021008253098e-04,6.594187114387750626e-03
4.454221203923225403e-02,3.781396150588989258e-02,4.717512638308107853e-04,6.256498396396636963e-03
3.311488404870033264e-02,2.511805295944213867e-02,4.392817500047385693e-04,7.557547651231288910e-03
4.140169546008110046e-02,3.395624458789825439e-02,3.715851635206490755e-04,7.073864340782165527e-03
7.875485718250274658e-02,6.891097128391265869e-02,2.820800291374325752e-04,9.561804123222827911e-03
1.952713914215564728e-02,9.476110339164733887e-03,1.557000505272299051e-04,9.895328432321548462e-03
2.996053174138069153e-02,1.886118389666080475e-02,1.166401998489163816e-04,1.098270807415246964e-02
2.452554181218147278e-02,1.111791655421257019e-02,2.165025507565587759e-04,1.319112256169319153e-02
2.082044631242752075e-02,9.550783783197402954e-03,7.797305443091318011e-05,1.119168940931558609e-02
4.192249476909637451e-02,2.974458411335945129e-02,3.415161627344787121e-04,1.183639373630285263e-02
5.405642837285995483e-02,4.150208085775375366e-02,2.364863466937094927e-04,1.231786422431468964e-02
8.230524510145187378e-02,6.617964059114456177e-02,6.593340076506137848e-04,1.546627189964056015e-02
5.026463419198989868e-02,3.123131394386291504e-02,3.646359546110033989e-04,1.866868697106838226e-02
4.405431821942329407e-02,2.158190868794918060e-02,2.264130744151771069e-04,2.224599570035934448e-02
5.410641431808471680e-02,2.070530131459236145e-02,2.682871127035468817e-04,3.313282504677772522e-02
6.928394734859466553e-02,3.477938100695610046e-02,6.133305141702294350e-04,3.389123082160949707e-02
8.106915652751922607e-02,3.208450600504875183e-02,6.959860911592841148e-04,4.828866571187973022e-02
6.275858730077743530e-02,1.140867918729782104e-02,3.803416620939970016e-04,5.096956342458724976e-02
8.301530778408050537e-02,1.203228160738945007e-02,2.037850499618798494e-04,7.077924162149429321e-02
7.253028452396392822e-02,1.268287561833858490e-02,2.722237550187855959e-04,5.957518145442008972e-02
8.230869472026824951e-02,1.687267422676086426e-02,3.854081151075661182e-04,6.505061686038970947e-02
9.325946867465972900e-02,2.377826347947120667e-02,1.152386103058233857e-04,6.936597079038619995e-02
9.053316712379455566e-02,2.057346142828464508e-02,3.016843111254274845e-04,6.965801864862442017e-02
1.248795539140701294e-01,4.376127943396568298e-02,5.784151144325733185e-04,8.053985983133316040e-02
1.129900589585304260e-01,3.487336263060569763e-02,4.401101032271981239e-04,7.767658680677413940e-02
1.090586259961128235e-01,2.388375625014305115e-02,4.212395288050174713e-04,8.475363254547119141e-02
1.593019068241119385e-01,8.707264065742492676e-02,2.536780084483325481e-04,7.197558134794235229e-02
1.119205206632614136e-01,5.032473802566528320e-02,3.804479783866554499e-04,6.121533364057540894e-02
1.152439713478088379e-01,3.183664381504058838e-02,3.397053806111216545e-04,8.306762576103210449e-02
9.472596645355224609e-02,4.059340804815292358e-02,4.293697420507669449e-04,5.370318889617919922e-02
8.742657303810119629e-02,2.606071718037128448e-02,8.674729615449905396e-04,6.049837917089462280e-02
8.023515343666076660e-02,1.519257575273513794e-02,7.780566811561584473e-04,6.426452100276947021e-02
8.457504212856292725e-02,1.487124152481555939e-02,4.925220273435115814e-04,6.921127438545227051e-02
8.713711053133010864e-02,1.825288496911525726e-02,3.429012722335755825e-04,6.854132562875747681e-02
7.428310066461563110e-02,2.986478060483932495e-02,5.674150306731462479e-04,4.385090246796607971e-02
7.922022789716720581e-02,1.852843910455703735e-02,1.223522704094648361e-03,5.946826562285423279e-02
1.364851593971252441e-01,7.676619291305541992e-02,4.919714992865920067e-04,5.922699719667434692e-02
7.138301432132720947e-02,2.669089287519454956e-02,1.716758997645229101e-04,4.452044144272804260e-02
7.815687358379364014e-02,2.847662754356861115e-02,8.447437721770256758e-05,4.959576949477195740e-02
7.935479283332824707e-02,3.393498808145523071e-02,4.292694502510130405e-04,4.499053955078125000e-02
1.360900402069091797e-01,8.401298522949218750e-02,5.957996472716331482e-04,5.148125439882278442e-02
1.119224354624748230e-01,4.321602731943130493e-02,3.148322575725615025e-04,6.839157640933990479e-02
7.977370917797088623e-02,3.415271639823913574e-02,1.812175760278478265e-04,4.543977975845336914e-02
1.563349366188049316e-01,9.438602626323699951e-02,8.980223356047645211e-05,6.185911595821380615e-02
1.151160746812820435e-01,4.439049214124679565e-02,6.501469179056584835e-04,7.007543742656707764e-02
8.831892907619476318e-02,2.867105603218078613e-02,9.551615221425890923e-04,5.869271233677864075e-02
1.111831218004226685e-01,4.238546267151832581e-02,2.855582570191472769e-04,6.851209700107574463e-02
1.036123856902122498e-01,3.689199686050415039e-02,1.731216470943763852e-04,6.654726713895797729e-02
1.534508168697357178e-01,6.822028756141662598e-02,2.314292069058865309e-04,8.499910682439804077e-02
1.041368171572685242e-01,3.028606995940208435e-02,8.300364715978503227e-04,7.302071154117584229e-02
1.393561810255050659e-01,5.659353733062744141e-02,9.022764279507100582e-04,8.186037093400955200e-02
1.003334075212478638e-01,2.079914137721061707e-02,3.421619185246527195e-04,7.919210195541381836e-02
1.257845610380172729e-01,2.615254186093807220e-02,2.113508089678362012e-04,9.942066669464111328e-02
1.120376735925674438e-01,1.962152495980262756e-02,1.589727471582591534e-04,9.225717186927795410e-02
1.046735346317291260e-01,1.268811803311109543e-02,4.436949093360453844e-04,9.154172241687774658e-02
1.189338937401771545e-01,1.682287454605102539e-02,3.882134042214602232e-04,1.017228066921234131e-01
9.947602450847625732e-02,2.108826860785484314e-02,1.094268518500030041e-04,7.827833294868469238e-02
1.239129081368446350e-01,2.427566796541213989e-02,3.909186343662440777e-04,9.924632310867309570e-02
1.223499029874801636e-01,1.845585182309150696e-02,2.474067732691764832e-04,1.036466434597969055e-01
1.248961612582206726e-01,2.100158482789993286e-02,3.596569586079567671e-04,1.035349220037460327e-01
1.098660305142402649e-01,2.036241814494132996e-02,1.475467288400977850e-04,8.935606479644775391e-02
1.300718635320663452e-01,3.203183412551879883e-02,5.920749390497803688e-04,9.744795411825180054e-02
1.334574818611145020e-01,3.645395860075950623e-02,1.109694712795317173e-04,9.689255058765411377e-02
1.449333429336547852e-01,3.302372619509696960e-02,1.004816585918888450e-04,1.118091344833374023e-01
1.559560745954513550e-01,5.097294226288795471e-02,1.513713068561628461e-04,1.048317626118659973e-01
1.468876302242279053e-01,4.964338988065719604e-02,4.156309878453612328e-04,9.682860970497131348e-02
1.565910726785659790e-01,4.229111224412918091e-02,2.291389391757547855e-04,1.140708252787590027e-01
1.382111907005310059e-01,3.542309626936912537e-02,2.903737185988575220e-04,1.024977117776870728e-01
1.339033544063568115e-01,3.056829236447811127e-02,1.581474061822518706e-04,1.031769067049026489e-01
1.229786798357963562e-01,3.371847048401832581e-02,1.774536940502002835e-04,8.908275514841079712e-02
1.210700348019599915e-01,2.689577639102935791e-02,8.536330278730019927e-05,9.408889710903167725e-02
1.130211651325225830e-01,1.993283256888389587e-02,7.925224781502038240e-05,9.300908446311950684e-02
1.456031352281570435e-01,3.403300419449806213e-02,5.035644062445499003e-05,1.115197762846946716e-01
1.110899597406387329e-01,2.248291671276092529e-02,1.803311024559661746e-04,8.842670917510986328e-02
1.224318295717239380e-01,2.594608999788761139e-02,8.749288826948031783e-05,9.639824926853179932e-02
1.541632115840911865e-01,4.396586120128631592e-02,8.486745355185121298e-05,1.101124882698059082e-01
1.156791448593139648e-01,2.193947322666645050e-02,6.632704753428697586e-05,9.367334097623825073e-02
1.347260624170303345e-01,3.529311344027519226e-02,7.343994366237893701e-05,9.935951232910156250e-02
1.254575550556182861e-01,3.012729808688163757e-02,4.265425741323269904e-05,9.528760612010955811e-02
1.285770833492279053e-01,3.761036694049835205e-02,4.217680543661117554e-05,9.092453122138977051e-02
1.294199526309967041e-01,4.831768572330474854e-02,6.998457683948799968e-05,8.103229105472564697e-02
9.687640517950057983e-02,2.983552776277065277e-02,5.695527943316847086e-05,6.698392331600189209e-02
1.210073977708816528e-01,3.660528734326362610e-02,7.398070010822266340e-05,8.432812988758087158e-02
1.252361238002777100e-01,3.403614833950996399e-02,4.265185270924121141e-05,9.115733206272125244e-02
1.224951595067977905e-01,3.258226066827774048e-02,1.792162584024481475e-05,8.989498019218444824e-02
1.218798160552978516e-01,2.640666440129280090e-02,1.591226464370265603e-05,9.545724093914031982e-02
1.058338955044746399e-01,3.726298734545707703e-02,2.096243770211003721e-05,6.854994595050811768e-02
1.085477024316787720e-01,3.093308210372924805e-02,3.735896461876109242e-05,7.757726311683654785e-02
1.167630702257156372e-01,2.743563801050186157e-02,2.806991324177943170e-05,8.929936587810516357e-02
1.205192655324935913e-01,2.568719536066055298e-02,1.597769733052700758e-05,9.481609612703323364e-02
1.049259155988693237e-01,2.827893197536468506e-02,2.012936784012708813e-05,7.662685215473175049e-02
1.050496548414230347e-01,2.867938950657844543e-02,2.566857074270956218e-05,7.634459435939788818e-02
1.013941764831542969e-01,3.066076338291168213e-02,3.380405541975051165e-05,7.069960981607437134e-02
9.625792503356933594e-02,2.260345406830310822e-02,6.159287295304238796e-05,7.359287887811660767e-02
8.545474708080291748e-02,2.325171604752540588e-02,9.631257853470742702e-05,6.210671737790107727e-02
1.074374318122863770e-01,2.962185069918632507e-02,9.521962783765047789e-05,7.772035896778106689e-02
1.019020006060600281e-01,3.689710795879364014e-02,7.446799281751736999e-05,6.493042409420013428e-02
9.452600777149200439e-02,4.061290249228477478e-02,4.431803245097398758e-05,5.386878550052642822e-02
1.022749096155166626e-01,5.595687031745910645e-02,1.477149198763072491e-04,4.617032036185264587e-02
8.840614557266235352e-02,3.863420337438583374e-02,1.981962705031037331e-04,4.957374185323715210e-02
9.692096710205078125e-02,4.437292367219924927e-02,2.018411760218441486e-04,5.234620720148086548e-02
8.085890114307403564e-02,3.837519884109497070e-02,1.089836441678926349e-04,4.237472265958786011e-02
1.070673242211341858e-01,6.816676259040832520e-02,2.182477328460663557e-04,3.868231177330017090e-02
8.182585239410400391e-02,3.853405267000198364e-02,4.614588397089391947e-05,4.324565827846527100e-02
7.624857127666473389e-02,4.033128917217254639e-02,2.094883529935032129e-05,3.589633107185363770e-02
8.734927326440811157e-02,4.019755870103836060e-02,1.511581940576434135e-04,4.700055718421936035e-02
8.468422293663024902e-02,4.073926433920860291e-02,3.153441357426345348e-04,4.362961277365684509e-02
7.054712623357772827e-02,2.947357110679149628e-02,1.955743355210870504e-04,4.087798297405242920e-02
9.010225534439086914e-02,4.216282442212104797e-02,8.722399797989055514e-05,4.785220697522163391e-02
7.677854597568511963e-02,4.069001972675323486e-02,1.251091725862352178e-05,3.607601672410964966e-02
7.496335357427597046e-02,3.780283778905868530e-02,2.362180675845593214e-04,3.692429885268211365e-02
6.735087931156158447e-02,2.918029949069023132e-02,3.986878436990082264e-04,3.777188807725906372e-02
6.490702182054519653e-02,3.154464811086654663e-02,2.567869378253817558e-04,3.310558572411537170e-02
6.366573274135589600e-02,3.082416951656341553e-02,3.763936547329649329e-05,3.280392289161682129e-02
7.232670485973358154e-02,3.652152046561241150e-02,1.336541572527494282e-05,3.579182177782058716e-02
6.141728162765502930e-02,3.007874637842178345e-02,1.333600957877933979e-04,3.120517358183860779e-02
7.807868719100952148e-02,4.046130552887916565e-02,2.388178254477679729e-04,3.737856447696685791e-02
7.592144608497619629e-02,3.730393201112747192e-02,1.791946269804611802e-04,3.843832015991210938e-02
5.638483911752700806e-02,2.390663325786590576e-02,4.412264388520270586e-05,3.243408352136611938e-02
5.842443183064460754e-02,3.385251015424728394e-02,1.120382003136910498e-04,2.445988357067108154e-02
6.215532124042510986e-02,2.680751308798789978e-02,2.067359309876337647e-04,3.514106944203376770e-02
4.909588396549224854e-02,1.919924840331077576e-02,1.900316565297544003e-04,2.970660291612148285e-02
5.698555335402488708e-02,2.389279752969741821e-02,3.640942450147122145e-04,3.272866085171699524e-02
5.232507735490798950e-02,1.929740794003009796e-02,1.183962158393114805e-04,3.290927410125732422e-02
5.421090871095657349e-02,2.682963386178016663e-02,1.442798093194141984e-04,2.723699249327182770e-02
5.861675739288330078e-02,1.546334475278854370e-02,8.086787420324981213e-05,4.307254403829574585e-02
5.430043488740921021e-02,1.731730625033378601e-02,2.442715631332248449e-04,3.673885762691497803e-02
5.740360543131828308e-02,2.233528718352317810e-02,5.562932710745371878e-05,3.501268848776817322e-02
6.369109451770782471e-02,2.803556807339191437e-02,1.708349154796451330e-04,3.548469394445419312e-02
4.985183104872703552e-02,1.398861594498157501e-02,1.115956838475540280e-04,3.575161844491958618e-02
4.771795868873596191e-02,2.003285661339759827e-02,1.213247305713593960e-04,2.756377682089805603e-02
5.215114355087280273e-02,2.322437986731529236e-02,2.144717436749488115e-04,2.871229127049446106e-02
5.002214759588241577e-02,2.273605018854141235e-02,1.103163085645064712e-04,2.717578038573265076e-02
4.702718555927276611e-02,2.205215208232402802e-02,1.178995880763977766e-04,2.485713362693786621e-02
4.338286072015762329e-02,1.926300674676895142e-02,9.701611270429566503e-05,2.402283623814582825e-02
4.975070059299468994e-02,2.315944060683250427e-02,1.522230013506487012e-04,2.643903717398643494e-02
4.136710986495018005e-02,2.108926512300968170e-02,1.043139491230249405e-04,2.017353102564811707e-02
4.527530074119567871e-02,2.120368927717208862e-02,5.453726407722570002e-05,2.401707321405410767e-02
4.407330602407455444e-02,2.251398563385009766e-02,1.597091031726449728e-04,2.139960974454879761e-02
3.553329408168792725e-02,1.592028327286243439e-02,1.838382449932396412e-04,1.942917145788669586e-02
4.220961779356002808e-02,2.191177010536193848e-02,2.830176963470876217e-04,2.001482807099819183e-02
4.637435078620910645e-02,2.426220476627349854e-02,2.632371324580162764e-04,2.184890955686569214e-02
4.672230780124664307e-02,1.876151189208030701e-02,1.734737015794962645e-04,2.778732217848300934e-02
4.106387495994567871e-02,1.743107661604881287e-02,8.259118476416915655e-05,2.355020493268966675e-02
3.876434266567230225e-02,2.005865424871444702e-02,1.461294305045157671e-04,1.855955645442008972e-02
4.313468188047409058e-02,1.519028283655643463e-02,1.907870318973436952e-04,2.775361388921737671e-02
4.391261935234069824e-02,1.832116767764091492e-02,1.177270314656198025e-04,2.547372505068778992e-02
3.938784450292587280e-02,1.851456239819526672e-02,3.622338408604264259e-05,2.083705738186836243e-02
4.361514747142791748e-02,1.978257857263088226e-02,4.629458271665498614e-05,2.378627285361289978e-02
4.575394093990325928e-02,2.281654253602027893e-02,4.161097604082897305e-05,2.289578877389431000e-02
3.903034329414367676e-02,1.598759740591049194e-02,8.493172208545729518e-05,2.295781672000885010e-02
3.716822713613510132e-02,1.819157227873802185e-02,1.113923281081952155e-04,1.886526122689247131e-02
3.209762647747993469e-02,1.549825072288513184e-02,4.934507160214707255e-05,1.655003055930137634e-02
3.037828952074050903e-02,1.510306634008884430e-02,5.189643707126379013e-05,1.522332802414894104e-02
4.200080409646034241e-02,2.243714779615402222e-02,5.894513742532581091e-05,1.950471103191375732e-02
3.650258481502532959e-02,2.132833376526832581e-02,1.407790696248412132e-04,1.503347046673297882e-02
4.439770430326461792e-02,2.633386105298995972e-02,6.930286326678469777e-05,1.799453794956207275e-02
3.257726877927780151e-02,1.758645474910736084e-02,5.724698712583631277e-05,1.493356749415397644e-02
3.322586417198181152e-02,1.648464985191822052e-02,3.560756158549338579e-05,1.670560613274574280e-02
3.735541924834251404e-02,1.827124319970607758e-02,2.709115506149828434e-04,1.881326362490653992e-02
3.622540086507797241e-02,1.704303547739982605e-02,2.903982531279325485e-04,1.889196783304214478e-02
3.469377383589744568e-02,1.258283853530883789e-02,3.171043499605730176e-05,2.207922562956809998e-02
3.695156052708625793e-02,1.803548634052276611e-02,1.530261579318903387e-05,1.890077069401741028e-02
3.489192202687263489e-02,1.526646502315998077e-02,3.975653453380800784e-05,1.958570070564746857e-02
3.197146207094192505e-02,1.409555971622467041e-02,2.620276645757257938e-04,1.761387661099433899e-02
2.906526997685432434e-02,1.484844647347927094e-02,1.753647084115073085e-04,1.404145918786525726e-02
2.956710010766983032e-02,1.212697476148605347e-02,6.925121124368160963e-05,1.737087406218051910e-02
3.168839961290359497e-02,1.494928821921348572e-02,4.227828321745619178e-05,1.669683493673801422e-02
3.001982346177101135e-02,1.303379051387310028e-02,5.768689152318984270e-05,1.692834496498107910e-02
3.089330531656742096e-02,1.698869466781616211e-02,2.328263071831315756e-04,1.367178373038768768e-02
2.536858618259429932e-02,1.216018572449684143e-02,2.458737872075289488e-04,1.296252757310867310e-02
2.547703683376312256e-02,1.341035682708024979e-02,3.143691719742491841e-05,1.203524321317672729e-02
2.879826352000236511e-02,1.297563500702381134e-02,5.251003312878310680e-05,1.577011868357658386e-02
3.075051307678222656e-02,1.736178249120712280e-02,1.654851803323253989e-04,1.322324573993682861e-02
2.726525068283081055e-02,1.695394143462181091e-02,4.325138288550078869e-04,9.878795593976974487e-03
2.760415524244308472e-02,1.451635267585515976e-02,1.067942503141239285e-04,1.298100873827934265e-02
3.594513982534408569e-02,2.171275764703750610e-02,1.144277048297226429e-04,1.411795429885387421e-02
2.915417775511741638e-02,1.604072004556655884e-02,3.033837492694146931e-05,1.308311894536018372e-02
3.025198914110660553e-02,1.485523954033851624e-02,1.846519298851490021e-04,1.521209813654422760e-02
2.622643485665321350e-02,1.284016668796539307e-02,2.004005073104053736e-04,1.318586803972721100e-02
2.789156697690486908e-02,1.301678922027349472e-02,2.884427158278413117e-05,1.484593376517295837e-02
3.028322197496891022e-02,1.187072880566120148e-02,9.570060501573607326e-05,1.831679232418537140e-02
2.501467615365982056e-02,1.074553467333316803e-02,4.019513653474859893e-05,1.422894746065139771e-02
3.041682019829750061e-02,1.553039625287055969e-02,6.280421075643971562e-05,1.482362020760774612e-02
3.048649057745933533e-02,1.289850194007158279e-02,7.755646947771310806e-05,1.751043274998664856e-02
3.086406178772449493e-02,1.452834345400333405e-02,6.839293928351253271e-05,1.626732572913169861e-02
3.115918114781379700e-02,1.281107589602470398e-02,5.170230724615976214e-05,1.829640194773674011e-02
3.048616647720336914e-02,1.437745429575443268e-02,6.115886208135634661e-05,1.604755222797393799e-02
2.309895679354667664e-02,1.025496236979961395e-02,8.972673094831407070e-05,1.275426801294088364e-02
2.732469514012336731e-02,1.235384680330753326e-02,3.758428647415712476e-05,1.493326388299465179e-02
2.560515329241752625e-02,1.338250562548637390e-02,6.387018947862088680e-05,1.215877663344144821e-02
2.903631888329982758e-02,1.626908034086227417e-02,9.846448665484786034e-05,1.266877353191375732e-02
2.939361706376075745e-02,1.587667688727378845e-02,1.520790538052096963e-04,1.336486078798770905e-02
2.346014231443405151e-02,1.077096536755561829e-02,1.085568947019055486e-04,1.258062105625867844e-02
2.150156348943710327e-02,9.117650799453258514e-03,2.871733886422589421e-05,1.235519535839557648e-02
2.547140605747699738e-02,1.242183335125446320e-02,5.877992589375935495e-05,1.299079321324825287e-02
2.522522956132888794e-02,1.066925004124641418e-02,7.037122850306332111e-05,1.448560878634452820e-02
2.275210991501808167e-02,1.054271124303340912e-02,6.511580431833863258e-05,1.214428246021270752e-02
2.600467763841152191e-02,1.171672809869050980e-02,1.721751687000505626e-05,1.427073217928409576e-02
2.691128849983215332e-02,1.556180045008659363e-02,7.061837823130190372e-05,1.127887051552534103e-02
2.038709074258804321e-02,1.056122221052646637e-02,5.340138886822387576e-05,9.772468358278274536e-03
2.893537282943725586e-02,1.644451543688774109e-02,2.558296182542107999e-05,1.246527396142482758e-02
2.292468957602977753e-02,1.037703733891248703e-02,3.373509753146208823e-05,1.251391693949699402e-02
2.122737467288970947e-02,8.333893492817878723e-03,8.819089271128177643e-05,1.280529052019119263e-02
2.279445901513099670e-02,1.042673829942941666e-02,4.291534787626005709e-05,1.232480630278587341e-02
2.309368364512920380e-02,1.131626404821872711e-02,6.804216536693274975e-05,1.170937716960906982e-02
2.120370417833328247e-02,1.095545291900634766e-02,1.169437018688768148e-04,1.013130880892276764e-02
2.685124427080154419e-02,9.693560190498828888e-03,9.256920020561665297e-05,1.706511527299880981e-02
2.952182479202747345e-02,1.608423702418804169e-02,9.724381379783153534e-05,1.334034465253353119e-02
2.181055210530757904e-02,8.400388062000274658e-03,9.317154763266444206e-05,1.331699267029762268e-02
2.178590744733810425e-02,1.156532671302556992e-02,1.253011287190020084e-04,1.009527873247861862e-02
2.374801039695739746e-02,1.473714970052242279e-02,8.293432620121166110e-05,8.927927352488040924e-03
2.568550407886505127e-02,1.402914896607398987e-02,9.281396341975778341e-05,1.156354229897260666e-02
2.261863835155963898e-02,1.052638329565525055e-02,5.952498395345173776e-05,1.203273050487041473e-02
2.417850121855735779e-02,1.192460767924785614e-02,8.826433622743934393e-05,1.216563023626804352e-02
2.287073060870170593e-02,1.377086900174617767e-02,7.361481402767822146e-05,9.026247076690196991e-03
2.773074619472026825e-02,1.598854176700115204e-02,8.083933789748698473e-05,1.166136562824249268e-02
2.824177034199237823e-02,1.905318163335323334e-02,4.674260708270594478e-05,9.141845628619194031e-03
2.368198335170745850e-02,1.206848025321960449e-02,5.782411972177214921e-05,1.155567914247512817e-02
2.339800074696540833e-02,1.335081644356250763e-02,3.095007559750229120e-05,1.001623366028070450e-02
1.931788399815559387e-02,8.526586927473545074e-03,7.338475552387535572e-05,1.071791350841522217e-02
2.038868889212608337e-02,8.990366011857986450e-03,1.020947383949533105e-04,1.129622850567102432e-02
2.258481830358505249e-02,1.163031253963708878e-02,6.721357931382954121e-05,1.088729221373796463e-02
2.249388396739959717e-02,9.769921191036701202e-03,4.360208185971714556e-05,1.268036197870969772e-02
1.910047978162765503e-02,6.827296223491430283e-03,5.285390943754464388e-05,1.222032867372035980e-02
1.935369893908500671e-02,6.771688815206289291e-03,8.841103408485651016e-05,1.249359827488660812e-02
2.141738869249820709e-02,9.979362599551677704e-03,1.616877561900764704e-04,1.127633824944496155e-02
2.488845027983188629e-02,1.215234864503145218e-02,7.399539754260331392e-05,1.266210619360208511e-02
2.086064219474792480e-02,9.415195323526859283e-03,5.837914795847609639e-05,1.138706784695386887e-02
1.948592998087406158e-02,8.981138467788696289e-03,1.418131432728841901e-04,1.036297809332609177e-02
2.075245976448059082e-02,1.156161539256572723e-02,3.247765125706791878e-04,8.866068907082080841e-03
3.235311806201934814e-02,2.057557925581932068e-02,1.241239951923489571e-04,1.165341399610042572e-02
1.758433878421783447e-02,8.935446850955486298e-03,8.683576015755534172e-05,8.562055416405200958e-03
1.977691799402236938e-02,6.868429481983184814e-03,8.045087452046573162e-05,1.282803807407617569e-02
1.875630393624305725e-02,8.636018261313438416e-03,1.033041771734133363e-04,1.001698151230812073e-02
2.169208228588104248e-02,1.040339842438697815e-02,1.117615247494541109e-04,1.117692142724990845e-02
1.740788668394088745e-02,6.392823532223701477e-03,7.846301014069467783e-05,1.093660108745098114e-02
1.812135986983776093e-02,9.180504828691482544e-03,9.377983951708301902e-05,8.847075514495372772e-03
2.093929424881935120e-02,9.066061116755008698e-03,7.419714529532939196e-05,1.179903559386730194e-02
2.033048123121261597e-02,8.701482787728309631e-03,1.282838493352755904e-04,1.150071341544389725e-02
2.002584747970104218e-02,8.801992982625961304e-03,9.802573185879737139e-05,1.112582907080650330e-02
1.679608598351478577e-02,8.186316117644309998e-03,1.685159804765135050e-04,8.441252633929252625e-03
1.983546279370784760e-02,7.213673554360866547e-03,4.949906724505126476e-05,1.257229037582874298e-02
1.687223836779594421e-02,6.718702614307403564e-03,4.987765714759007096e-05,1.010365784168243408e-02
1.598348282277584076e-02,5.985437892377376556e-03,1.670436467975378036e-04,9.831001050770282745e-03
2.503508143126964569e-02,1.432052440941333771e-02,3.185416862834244967e-04,1.039601489901542664e-02
1.690455526113510132e-02,6.971053779125213623e-03,1.084267860278487206e-04,9.825075045228004456e-03
1.745282113552093506e-02,8.510405197739601135e-03,1.352325198240578175e-04,8.807183243334293365e-03
1.588092185556888580e-02,5.498677492141723633e-03,1.786856882972642779e-04,1.020355802029371262e-02
1.744699850678443909e-02,7.831456139683723450e-03,1.224283478222787380e-04,9.493113495409488678e-03
1.836672052741050720e-02,8.972780779004096985e-03,2.230709505965933204e-04,9.170869365334510803e-03
1.858187466859817505e-02,8.575811982154846191e-03,9.546401270199567080e-05,9.910599328577518463e-03
1.487341709434986115e-02,6.055141799151897430e-03,7.058068149490281940e-05,8.747695013880729675e-03
1.776676625013351440e-02,7.916497997939586639e-03,2.507272438379004598e-05,9.825194254517555237e-03
1.827470958232879639e-02,9.615940041840076447e-03,4.926304245600476861e-05,8.609507232904434204e-03
1.540778297930955887e-02,7.826772518455982208e-03,5.048319872003048658e-05,7.530527189373970032e-03
1.682648062705993652e-02,6.760061718523502350e-03,1.374149287585169077e-04,9.929005056619644165e-03
1.780295930802822113e-02,9.070615284144878387e-03,4.283420275896787643e-05,8.689509704709053040e-03
1.656517013907432556e-02,8.403358981013298035e-03,6.251635204534977674e-05,8.099295198917388916e-03
1.559698954224586487e-02,7.836082950234413147e-03,1.228699984494596720e-04,7.638036739081144333e-03
1.670564711093902588e-02,7.847128435969352722e-03,3.524261046550236642e-05,8.823276497423648834e-03
